student_id,n_evals,mean_rating,mean_sentiment,min_sentiment,share_negative,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
S100030,3,4.0,0.09549999999999999,-0.4404,0.3333333333333333,0.025146005216165238,0.30288735645730896,0.4775965160192186,0.14410556874511468,0.025132276606764647,0.025132276955427763
S100031,4,3.0,-0.16215,-0.6486,0.25,0.13330195302159037,0.15832284150666093,0.23335731450554387,0.03335122478594251,0.033333334949273034,0.40833333123098925
S100032,2,3.0,0.17,0.0,0.0,0.030105777226472067,0.03010589619666441,0.47449105538746855,0.030112087308780865,0.03009259384317152,0.40509259003744247
S100033,3,3.6666666666666665,0.28076666666666666,0.0,0.0,0.2968253938202855,0.03015873161875041,0.17301554471553218,0.2968253963725784,0.17301620054880304,0.030158732924050427
S100034,2,2.5,0.20095,0.0,0.0,0.025925927329039422,0.6481481782819098,0.24814810978963409,0.025925927980302424,0.02592592806300678,0.025925928556107487
S100035,3,2.6666666666666665,0.41053333333333325,0.0,0.0,0.2950867922551376,0.028406936746086447,0.028395062427266176,0.29502478689266387,0.028395063098307454,0.3246913585805384
S100036,3,1.6666666666666667,-0.1468,-0.4404,0.3333333333333333,0.03148148255264916,0.8425698905670206,0.03150417729684813,0.031481483029319836,0.0314814830869317,0.03148148346723061
S100037,3,4.0,0.22726666666666664,-0.1027,0.3333333333333333,0.19208572208253696,0.1733683417502917,0.29190067594701,0.14407078655620095,0.17335401317817403,0.025220460485786356
S100038,2,2.5,-0.125,-0.25,0.5,0.03472222383672782,0.03472222384438706,0.03472222348108334,0.2013883248970382,0.6597227786300992,0.0347222253106644
S100039,2,2.5,0.0,0.0,0.0,0.1928674546134984,0.42708333031069373,0.02708333431679738,0.027083335188114132,0.02708333525558809,0.2987992103153084
S100040,3,3.0,0.25466666666666665,-0.1027,0.3333333333333333,0.320436262028053,0.02876984226171427,0.27865072974707056,0.17173191064626825,0.028784239347367693,0.17162701596952623
S100041,2,2.5,0.0,0.0,0.0,0.4613095202441791,0.0327380963494749,0.032738096097536896,0.03273809685874647,0.03273809691864212,0.40773809353142054
S100042,3,2.6666666666666665,-0.23013333333333333,-0.4404,0.6666666666666666,0.02779354957047328,0.3055557278668806,0.30555537992350557,0.3055397841307235,0.027777779098320812,0.027777779410096157
S100043,2,2.0,0.061100000000000015,-0.3182,0.5,0.06250000268740996,0.43725136432785,0.0625000020970787,0.06292228297694416,0.06250000419798743,0.31232634371272977
S100044,3,3.0,0.42040000000000005,0.0,0.0,0.2689218629806932,0.25022130801144143,0.028011789700241718,0.1468485648133578,0.027998238395768125,0.27799823609849766
S100045,4,2.5,-0.16667500000000002,-0.4404,0.5,0.03164682641340273,0.23996313668195976,0.2459495602170914,0.031646826889218924,0.2316468245421091,0.219146825256218
S100046,3,1.6666666666666667,0.3528,0.0,0.0,0.022098932196741503,0.4505217288660779,0.13309290264235907,0.022177417053740992,0.022045857421584783,0.35006316181949576
S100047,2,3.0,0.17804999999999999,-0.1027,0.5,0.4561290348413661,0.01876050214204387,0.4687394968980072,0.018849369075611962,0.01877159584295178,0.01875000120001915
S100048,2,1.5,0.20095,0.0,0.0,0.3888888797805147,0.3888888799203534,0.055555558012265666,0.05555556022732455,0.05555556039968172,0.05555556165985999
S100049,4,3.25,0.085,0.0,0.0,0.22666097009964364,0.026704546389755356,0.4789643742039795,0.02671221194438429,0.026704546868911862,0.21425335049332533
S100050,3,2.6666666666666665,0.18076666666666666,0.0,0.0,0.28429904824954727,0.3009259240397206,0.03425926001903657,0.03425926069766994,0.034259260741430646,0.31199724625259495
S100051,3,5.0,0.49573333333333336,0.0,0.0,0.19381931599815924,0.026996001854692503,0.31271184717761064,0.4124822697067952,0.026984128130219998,0.027006437132522335
S100052,4,3.25,0.32975,0.0,0.0,0.026325758676939825,0.3626891984744878,0.25359848483551617,0.11723504120038072,0.02632575926810442,0.21382575754457114
S100053,4,3.25,0.1895,-0.1027,0.25,0.23780477782082665,0.11002939362602548,0.38047385142707146,0.019164945252807975,0.12626870760411452,0.12625832426915393
S100054,4,3.0,0.32205,0.0,0.0,0.13535261073024052,0.10822295606397686,0.24710648116756095,0.13316482843708125,0.024884260706756707,0.35126886289438375
S100055,4,1.75,0.26242499999999996,-0.34,0.25,0.23779955128388353,0.20451388460071,0.03787163047426016,0.22538302188654202,0.16283469063319733,0.1315972211214069
S100056,3,1.3333333333333333,-0.0065333333333333354,-0.4215,0.3333333333333333,0.3365943740860662,0.5390211545515147,0.03108927553362484,0.03111990490596052,0.03109063182895835,0.031084659093875474
S100057,3,3.6666666666666665,0.33370000000000005,0.0,0.0,0.4243463035297565,0.17438297175247686,0.3225308636235363,0.02623456947861355,0.02623456952876445,0.02627072208685237
S100058,2,5.0,0.5842,0.4588,0.0,0.43810413735797377,0.0214646471983655,0.4760100997079602,0.021464647539586858,0.02146464757374192,0.021491820622371732
S100059,2,4.0,0.7813,0.7184,0.0,0.022345374242365008,0.23646990609020369,0.022333014665569237,0.4599218811235678,0.02232143023568231,0.23660839364261202
S100060,3,5.0,0.26626666666666665,0.0,0.0,0.02527353501947818,0.02522045953249888,0.6886484530367708,0.025257303405298248,0.025220460037861086,0.2103797889680928
S100061,3,1.6666666666666667,-0.22666666666666668,-0.34,0.6666666666666666,0.7961357319318965,0.040740742621397354,0.04080582717397279,0.040836210408091066,0.04074074354849603,0.04074074431614633
S100062,4,1.75,-0.004150000000000015,-0.5106,0.5,0.16248579514188732,0.2669110880095351,0.02791490476434348,0.2154728131616137,0.24934319026648413,0.07787220865613624
S100063,3,4.0,0.25099999999999995,0.0,0.0,0.04038445074159105,0.04034391646892327,0.32609833814609734,0.29026324237934126,0.2625661348066835,0.04034391745736348
S100064,4,2.25,-0.15875,-0.4404,0.75,0.26556451878807363,0.2551913119568827,0.046892022557763334,0.047011510881883475,0.21355246334841174,0.17178817246698505
S100065,4,3.0,0.20245000000000002,-0.34,0.25,0.3654897033155382,0.023733504061826297,0.24593358370883406,0.10904258405049179,0.0237268530879234,0.23207377177538618
S100066,4,3.5,0.39685000000000004,-0.1027,0.25,0.2799685117289864,0.10706647657277617,0.4334490709536468,0.13204054365689627,0.023734051536081772,0.02374134555161257
S100067,3,2.0,-0.1894,-0.3182,0.6666666666666666,0.20984731274474766,0.2092590730479544,0.04259259440719565,0.1538196548765819,0.04259259618619454,0.34188876873732593
S100068,3,4.0,0.2159333333333333,0.0,0.0,0.31894400260753103,0.027337684544434995,0.3050809371421669,0.027331732408274217,0.2939814802272419,0.02732416307035092
S100069,3,2.6666666666666665,0.40829999999999994,0.0,0.0,0.20256469145731404,0.2855485281771995,0.035727839103924804,0.15473036781575492,0.035714287836101095,0.2857142856097057
S100070,4,3.75,0.36812500000000004,0.1002,0.0,0.034383551737885217,0.03437500105141846,0.45310370474061845,0.034387743571956356,0.20104166491620734,0.2427083339819142
S100071,3,1.6666666666666667,0.03753333333333333,-0.3182,0.6666666666666666,0.054232806515523514,0.05423280652594222,0.054232806014042366,0.46704739135374007,0.14947048864450244,0.2207837009462494
S100072,3,3.6666666666666665,0.5042666666666666,0.2732,0.0,0.603332354606743,0.02599206423381854,0.026003268611486,0.29267556044964604,0.025992064620977615,0.026004687477328804
S100073,3,1.3333333333333333,-0.28776666666666667,-0.5106,1.0,0.33093787647114553,0.03935185367834485,0.03935185326911144,0.5113919726057494,0.039366251247721105,0.03960019272792772
S100074,2,2.0,-0.05135,-0.1027,0.5,0.3357873736262508,0.40340908359015754,0.028409092063386814,0.17555996924501377,0.028425387678072844,0.028409093797118284
S100075,3,4.0,0.08823333333333333,-0.4449,0.3333333333333333,0.28884238346184304,0.03888888997516673,0.30555555401253887,0.03888889049411389,0.2888888872743112,0.0389353947820262
S100076,3,2.6666666666666665,0.0,0.0,0.0,0.03262786724917267,0.32892416203956565,0.03262786696402026,0.03262786786846662,0.3977069505803421,0.17548528529843266
S100077,3,4.0,0.0,0.0,0.0,0.2920875386730293,0.025443745342309115,0.6062060845862639,0.025420876961275218,0.02542087701886229,0.025420877418260202
S100078,4,1.75,-0.02725000000000001,-0.4449,0.5,0.2298611093161393,0.17986117650200112,0.02986111232143477,0.18819388709776141,0.21736111104003109,0.1548616037226323
S100079,4,2.5,-0.028425000000000006,-0.34,0.25,0.36278648526038193,0.03784722362983044,0.03787163018405194,0.03788302439385492,0.20451388766725956,0.3190977488646211
S100080,3,1.6666666666666667,0.2125,0.0,0.0,0.031172840785337625,0.48300938782251474,0.031187970501198477,0.28117283728907866,0.03117284144847683,0.14228412215339356
S100081,2,2.5,0.13834999999999997,-0.25,0.5,0.04867191397611163,0.04861111256658596,0.04867131956270837,0.7568234266881532,0.048611113342640073,0.04861111386380082
S100082,4,3.75,0.28864999999999996,-0.34,0.25,0.14280940421315483,0.3428329986546115,0.21922652046882296,0.23170514657851957,0.031712964825764564,0.03171296525912663
S100083,2,4.0,0.39225,0.0,0.0,0.2741197313977015,0.023809524851317092,0.02382985309636293,0.4163361291722407,0.023809525392499156,0.2380952360898785
S100084,4,2.0,0.17270000000000002,-0.2263,0.25,0.11944420285548642,0.34848703127833447,0.03611111257324805,0.0362354290552875,0.23611111159637432,0.22361111264126926
S100085,4,2.0,-0.085,-0.34,0.25,0.1355956830216732,0.13559918422893866,0.23280063949535285,0.1316165077159166,0.1316135952067251,0.23277439033139358
S100086,4,2.75,0.113675,-0.1027,0.25,0.17982097001574002,0.3173609297934189,0.03402777873262783,0.03406090224407384,0.40070163912690193,0.034027780087237544
S100087,3,3.0,0.5122333333333333,0.0,0.0,0.1474069973128214,0.18904981654475297,0.17052420390265421,0.17050465554329183,0.022376544650521416,0.30013778204595815
S100088,4,3.25,0.31025,-0.4449,0.25,0.13409142709137137,0.11022814447497903,0.3215937703079789,0.13413200125240926,0.13409378249206755,0.16586087438119393
S100089,2,3.5,0.27115,0.0,0.0,0.41666666423793175,0.4166666595349265,0.04166666797068348,0.041666669135347854,0.041666669210844,0.0416666699102665
S100090,3,3.6666666666666665,-0.027166666666666655,-0.4215,0.3333333333333333,0.3426039891576531,0.03703703822153686,0.2868996077867412,0.037157096055749884,0.2592652295266186,0.03703703925170035
S100091,2,2.0,0.0,0.0,0.0,0.1924598327716137,0.2757941279763202,0.0257936525410854,0.025793654100248156,0.24007895207940852,0.24007978053132406
S100092,4,3.0,0.408725,0.0,0.0,0.35255209859399794,0.02331997646512733,0.02331349272285913,0.23871961813224946,0.02331349335289619,0.33878132073287
S100093,4,2.5,0.043899999999999995,-0.2263,0.25,0.03750000130740107,0.2374999991551797,0.22499999822138056,0.03750000192097608,0.4249999969505629,0.03750000244449977
S100094,4,1.75,-0.18505,-0.4404,0.75,0.02187500079698566,0.47186456520551096,0.1468851311788494,0.021881367768043333,0.021875001210689048,0.3156189338399216
S100095,4,2.25,0.020925,-0.3182,0.25,0.04791666827180774,0.24791666617799493,0.04791666791489891,0.04800349335196785,0.24791666721477096,0.36032983706855964
S100096,4,2.25,0.037325,-0.25,0.25,0.03542669763357686,0.22291666398320212,0.03541666800272814,0.1187497193450353,0.4270733061231289,0.16041694491232872
S100097,4,3.0,0.31379999999999997,-0.4404,0.25,0.15189330583025737,0.25178049740452135,0.2268010065099231,0.315937027008158,0.026785715686968633,0.026802447560171545
S100098,2,2.0,0.187,-0.1027,0.5,0.4686290351150204,0.03125000091879593,0.03125000070959961,0.031349369477745206,0.031271596272462024,0.40624999750637686
S100099,4,3.0,0.412525,-0.2556,0.25,0.3411294151056882,0.09102048328873386,0.02853190320421454,0.11767314041179351,0.23685515892880996,0.1847898990607599
S100100,4,2.75,-0.063625,-0.4449,0.5,0.04097222359546788,0.240972221447787,0.040972223289654705,0.4076388849777873,0.22847222187697372,0.040972224812329504
S100101,3,3.0,0.1359,-0.4404,0.3333333333333333,0.283920058450836,0.4698936894613939,0.025485659207994327,0.16977466138705732,0.025462965409439042,0.025462966083279345
S100102,4,3.25,0.100475,0.0,0.0,0.21527777357420397,0.04862826471228508,0.25692729247706764,0.048611113972200325,0.3819444404275796,0.04861111483666342
S100103,2,3.0,0.43035,0.4019,0.0,0.033333334724506766,0.43333332839444233,0.43333333008485714,0.033333335379924695,0.03333333546234309,0.03333333595392603
S100104,2,3.0,0.4147,0.0,0.0,0.6478826279764174,0.027096301706570194,0.027083334309722262,0.2436444707433485,0.027083335251604973,0.027209930012336913
S100105,3,4.333333333333333,0.40546666666666664,-0.4404,0.3333333333333333,0.023179779164421054,0.3009147121231177,0.14817793858560932,0.4814312711887731,0.02314814932948095,0.023148149608597873
S100106,3,3.0,0.04046666666666667,-0.3182,0.6666666666666666,0.590197132874129,0.04861111282426687,0.04861111244040529,0.04879312482037234,0.04862551032853868,0.21516200671228783
S100107,3,4.666666666666667,0.26626666666666665,0.0,0.0,0.031230075193396115,0.03118808659754631,0.7328671163817183,0.03125765200397773,0.031172841241154353,0.14228422858220713
S100108,3,2.6666666666666665,-0.18453333333333335,-0.5106,0.6666666666666666,0.20176677361799378,0.5838574153117607,0.022338919971422108,0.022369828066071313,0.1473380007817614,0.0223290622509907
S100109,3,3.3333333333333335,0.5549333333333334,0.34,0.0,0.17436127024930395,0.027023703422589196,0.3232718149107511,0.1713308657676462,0.027006174085422677,0.2770061715642868
S100110,2,3.0,0.575,0.4404,0.0,0.4165969084525669,0.4164180298495144,0.04166666787775849,0.04191529932606706,0.04166666906932308,0.04173642542477007
S100111,4,2.5,-0.04702500000000001,-0.34,0.5,0.11749907187906083,0.2000085093016539,0.37415131287058595,0.1166739436635388,0.033333336005143835,0.15833382628001666
S100112,2,2.0,0.4939,0.4019,0.0,0.04861111349849452,0.38194443468030514,0.04861111295731546,0.42361110850706757,0.048611114770863745,0.048611115585953435
S100113,2,3.5,0.0,0.0,0.0,0.03472222338169996,0.03475652668526401,0.45135458284209984,0.03472222393321568,0.4097222187409323,0.034722224416788114
S100114,3,4.0,0.32713333333333333,-0.1027,0.3333333333333333,0.31660629087266345,0.19166644113613426,0.02502006980275597,0.15002613421936412,0.29168106220582457,0.02500000176325772
S100115,3,3.3333333333333335,0.1359,-0.4404,0.3333333333333333,0.17743890091402845,0.3078563351239855,0.030115288311341342,0.1744042900250445,0.03009259401197863,0.28009259161362154
S100116,2,4.0,0.0,0.0,0.0,0.4333333279747948,0.03333333467721333,0.4333333307924875,0.03333333529777835,0.03333333537120997,0.03333333588651602
S100117,3,2.3333333333333335,0.04573333333333333,-0.6486,0.6666666666666666,0.3247315326144713,0.19125585179118285,0.02464858748731165,0.14349544708200054,0.29124309573653495,0.02462548528849863
S100118,4,1.75,-0.056575,-0.34,0.5,0.10853225703640301,0.16069561796415083,0.352535037741048,0.0243949704756332,0.22237545867336145,0.13146665810940342
S100119,3,3.3333333333333335,0.24086666666666665,-0.4449,0.3333333333333333,0.03296157640926501,0.032948383103501726,0.03293650875182441,0.29956623332631055,0.4257934222196529,0.17579387618944545
S100120,3,4.0,-0.03653333333333334,-0.4404,0.6666666666666666,0.021009534370907083,0.46835907183791886,0.4476367043723424,0.021019377839628484,0.02098765563412053,0.020987655945082676
S100121,4,3.0,0.043899999999999995,-0.2263,0.25,0.11374017991543543,0.37891332337069783,0.22285353474231503,0.022853537594083397,0.11376275244257986,0.14787667193488843
S100122,3,3.3333333333333335,0.3504333333333333,0.0,0.0,0.2879629615102532,0.0379629642585225,0.03796296397105905,0.17129587909379865,0.2601851823490063,0.20463004881736035
S100123,3,4.0,0.6478,0.4588,0.0,0.42572075934208925,0.032936509135500634,0.44246012442570154,0.03293650971532958,0.032936509758204176,0.03300958762317489
S100124,2,3.0,0.20095,0.0,0.0,0.023207835385765017,0.3564817539631909,0.02314814901119382,0.023148149784501523,0.13425898387587926,0.4397551279794694
S100125,3,2.6666666666666665,0.3346,-0.4449,0.3333333333333333,0.029335156390796046,0.2997038501519606,0.029320988891255697,0.3329980270912727,0.2793209868261421,0.029320990648572975
S100126,3,3.0,-0.014333333333333345,-0.4449,0.3333333333333333,0.031107724181221503,0.28108465168489527,0.17394136016748954,0.1739191710745119,0.3088624339791424,0.031084658912739333
S100127,3,2.3333333333333335,-0.1468,-0.4404,0.3333333333333333,0.14342846418958982,0.7675341657292263,0.02226896818599414,0.02224627403436888,0.022246274105769417,0.02227585375505146
S100128,3,2.3333333333333335,0.22306666666666666,-0.0577,0.0,0.02648205059189322,0.42327941789498297,0.026481786209484992,0.19306891200245938,0.30423280427091914,0.02645502903026041
S100129,2,4.0,0.0,0.0,0.0,0.022222222953082404,0.022267027752420784,0.8888440790710597,0.022222223293476433,0.022222223333345663,0.022222223596614944
S100130,3,4.333333333333333,-0.026399999999999996,-0.4404,0.3333333333333333,0.19444462451882624,0.30555572821894156,0.3055553801983416,0.13888870734853684,0.027777779638580732,0.027777780076772965
S100131,3,3.3333333333333335,0.3361,0.0,0.0,0.1698642050063075,0.026984128220437137,0.4555779315883006,0.2934687898064544,0.026984128871716726,0.02712081650678357
S100132,3,2.6666666666666665,0.06160000000000001,-0.2556,0.3333333333333333,0.1714803577254195,0.1715169983476412,0.02336860772247946,0.2138452681799928,0.3963840066770703,0.023404761347396774
S100133,3,2.0,0.3149,-0.3182,0.3333333333333333,0.02917887570289136,0.12421332212124907,0.029166667883284706,0.4924874416969469,0.2291674276723031,0.09578626492332482
S100134,3,3.6666666666666665,0.23026666666666665,0.0,0.0,0.03613617935014342,0.036122986040526155,0.3027777760198368,0.302740836148587,0.03611111234655171,0.2861111100943549
S100135,4,2.25,0.16585,-0.34,0.25,0.3610715780637391,0.03295454651974068,0.03297895314727155,0.1320759412147456,0.03296443763439059,0.4079545434201125
S100136,3,2.0,-0.08333333333333333,-0.25,0.3333333333333333,0.19595842299876606,0.02870370518437192,0.0287037048540803,0.1398144394124349,0.4453707417270683,0.16144898582327846
S100137,2,4.0,0.20095,0.0,0.0,0.041666668018044806,0.041700971322322165,0.45829902743527084,0.04166666866557357,0.3749999953410175,0.04166666921777106
S100138,3,2.6666666666666665,0.2848333333333333,-0.0062,0.0,0.01993145873698399,0.16278850643649223,0.46581899275130717,0.18659828354464794,0.1449312986208355,0.019931459909733145
S100139,3,2.6666666666666665,0.2601333333333333,0.0,0.0,0.13753771006732537,0.2768492838008398,0.3232718153265609,0.027184924069984018,0.02700617491707652,0.2081500918182133
S100140,4,3.5,0.368525,-0.1027,0.25,0.029195276951422867,0.1229160431618012,0.2478953736243942,0.15418003152703486,0.22914660804319795,0.2166666666921489
S100141,3,3.0,-0.050066666666666704,-0.4449,0.6666666666666666,0.17394198050787504,0.30883973766384004,0.17396431086105923,0.03108465789994144,0.2810846546816607,0.031084658385623496
S100142,3,3.6666666666666665,0.3401,-0.2556,0.3333333333333333,0.1662259307968826,0.023368607602778767,0.16622556623209617,0.023368608040368315,0.3011463837940965,0.3196649035337777
S100143,2,2.0,-0.2202,-0.4404,0.5,0.19444395954307772,0.6944108752708259,0.02781182184436096,0.027777780752726723,0.027777780859006312,0.027777781730002338
S100144,3,4.333333333333333,0.5710333333333333,0.4019,0.0,0.19982744774314634,0.2996031715444671,0.03299019937204168,0.4017061615166908,0.0329365097068067,0.03293651011684747
S100145,4,2.0,-0.028325000000000003,-0.34,0.5,0.3500668559828702,0.24733796286907622,0.02514014841399146,0.23347304616778805,0.025115742308463952,0.11886624425781007
S100146,3,2.6666666666666665,-0.022133333333333338,-0.4404,0.6666666666666666,0.03428600490295619,0.3120143406222241,0.03428195503501236,0.034259260732804275,0.30089918035537794,0.2842592583516251
S100147,2,1.5,-0.27155,-0.4404,1.0,0.4582123686136592,0.333308212943866,0.020858866044817924,0.020932703054484744,0.14585451399143004,0.02083333535174211
S100148,4,2.75,0.215175,0.0,0.0,0.23888888732921512,0.4055555491674143,0.23888888810852668,0.03888889151774217,0.03888889161716937,0.038888892259932306
S100149,2,1.5,-0.22135000000000002,-0.34,1.0,0.864341949975272,0.027083334309382957,0.027132147825342096,0.027254303094881582,0.027104929661355765,0.027083335133765676
S100150,2,2.0,-0.1591,-0.3182,0.5,0.43333332871503827,0.03333333542150965,0.03333333495380145,0.033402796274591195,0.3333344744103911,0.1332627302246683
S100151,3,3.6666666666666665,0.5399333333333333,0.1002,0.0,0.33175358410054734,0.0220458565380983,0.1649163674276423,0.14089618359002012,0.13315635852451865,0.20723164981917333
S100152,3,3.6666666666666665,0.4556,0.34,0.0,0.17153411957149692,0.17151680220237756,0.4756160539927204,0.023448535381596164,0.13447972717844725,0.023404761673361654
S100153,4,1.5,0.100475,0.0,0.0,0.037298795123775125,0.515046313046186,0.14837960530917146,0.2247382441739536,0.037268520900513066,0.03726852144640068
S100154,2,4.0,0.158,-0.2263,0.5,0.4034090879857949,0.30113611210397806,0.028409091837312526,0.02840909267163488,0.210227522250963,0.02840909315031663
S100155,3,2.3333333333333335,0.0332,-0.1027,0.3333333333333333,0.03300362064622852,0.12817344929298577,0.03293650898540614,0.28289614107388983,0.4900537695146399,0.0329365104868498
S100156,3,4.0,0.3498666666666667,0.0,0.0,0.2847274841629401,0.03472222303556773,0.32636049783371984,0.2846988439105938,0.03472222345605793,0.03476872760112062
S100157,3,2.0,0.0,0.0,0.0,0.04351851994240432,0.31018518381575905,0.04351851962563982,0.043518520617176294,0.515740734787447,0.04351852121157355
S100158,2,4.0,0.52235,0.4588,0.0,0.021164022175346776,0.021164022178524478,0.4656084642882294,0.30687892536060696,0.16402054292328067,0.021164023074011717
S100159,3,2.3333333333333335,0.07996666666666667,-0.1341,0.6666666666666666,0.03299595912030335,0.03293650909793012,0.17571225351002903,0.03298497297421427,0.44243379798608,0.2829365073114431
S100160,3,3.6666666666666665,0.25833333333333336,0.0,0.0,0.4395910768270425,0.030158731537678066,0.4396823472785894,0.030158732186369015,0.030158732247683534,0.03025037992263757
S100161,4,3.0,0.138875,-0.1027,0.25,0.40845023300238864,0.22187499870364583,0.24686210228404779,0.021974140295725392,0.07896352412181062,0.021875001592381794
S100162,4,2.5,0.0035749999999999983,-0.4404,0.5,0.2438692640128568,0.337879355086224,0.029580514489187443,0.029563494305596336,0.3295438771609215,0.02956349494521384
S100163,3,3.3333333333333335,0.1319,-0.0062,0.0,0.02083333466002872,0.13194786995783966,0.3263841785433549,0.18750015948532409,0.14583317457482456,0.187501282778628
S100164,4,4.25,0.2874,0.0,0.0,0.11460073069227977,0.16008524119412884,0.4542336879095492,0.2236675803806607,0.023695287546132954,0.023717472277248533
S100165,3,3.3333333333333335,0.4166666666666667,0.0,0.0,0.1820685312432305,0.2569759680852688,0.31247712996572014,0.179033920693996,0.03472222472297249,0.034722225288812074
S100166,2,3.5,0.42115,0.4019,0.0,0.02708333456598404,0.27708367029618686,0.21458299306963532,0.42708333123423586,0.027083335202958313,0.02708333563099958
